source,Claims,Frequency
https://newsbusters.org/blogs/nb/brad-wilmouth/2020/12/06/fearmongering-cnn-talks-biden-fighting-climate-crisis,no claim,13
https://newsbusters.org/blogs/nb/brad-wilmouth/2020/12/06/fearmongering-cnn-talks-biden-fighting-climate-crisis,Climate movement is unreliable/alarmist/corrupt,1
https://newsbusters.org/blogs/nb/brad-wilmouth/2020/12/13/cnns-tapper-declares-world-needs-biden-push-climate-agenda,no claim,10
https://newsbusters.org/blogs/nb/brad-wilmouth/2020/12/16/youre-paying-pbss-amanpour-slimes-us-awol-climate-deal,no claim,11
https://newsbusters.org/blogs/nb/brad-wilmouth/2020/12/25/cbs-frets-too-much-e-mailing-contributes-global-warming,no claim,13
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/01/29/swagger-and-panic-katy-tur-touts-facts-and-science-reign-bidens,no claim,10
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/06/09/panic-cnn-touts-jane-fondas-climate-hysteria-existential,no claim,10
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/06/09/panic-cnn-touts-jane-fondas-climate-hysteria-existential,Climate movement is unreliable/alarmist/corrupt,1
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/07/05/cnns-stelter-promotes-annual-fossil-fuel-holocaust-climate-panic,no claim,12
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/07/05/cnns-stelter-promotes-annual-fossil-fuel-holocaust-climate-panic,Climate movement is unreliable/alarmist/corrupt,4
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/07/10/cnn-exploits-heat-wave-spew-alarmist-climate-propaganda,Climate movement is unreliable/alarmist/corrupt,5
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/07/10/cnn-exploits-heat-wave-spew-alarmist-climate-propaganda,no claim,3
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/07/10/cnn-exploits-heat-wave-spew-alarmist-climate-propaganda,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,3
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/07/17/msnbcs-hunt-lets-dem-gov-blame-wildfires-global-warming,no claim,9
https://newsbusters.org/blogs/nb/brad-wilmouth/2021/07/17/msnbcs-hunt-lets-dem-gov-blame-wildfires-global-warming,Climate movement is unreliable/alarmist/corrupt,1
https://newsbusters.org/blogs/nb/kevin-tober/2021/06/29/shame-disgusting-chris-hayes-cynically-exploits-miami-building,no claim,30
https://newsbusters.org/blogs/nb/kevin-tober/2021/06/29/shame-disgusting-chris-hayes-cynically-exploits-miami-building,Climate movement is unreliable/alarmist/corrupt,2
https://newsbusters.org/blogs/nb/kristine-marsh/2020/07/22/activism-colbert-thunberg-hope-govt-will-take-extraordinary,no claim,15
https://newsbusters.org/blogs/nb/kyle-drennen/2020/11/13/msnbcs-tur-eager-economy-killing-climate-regulation,no claim,12
https://newsbusters.org/blogs/nb/kyle-drennen/2021/01/29/mitchell-wails-us-must-restore-climate-credibility-russia-china,no claim,15
https://newsbusters.org/blogs/nb/kyle-drennen/2021/01/29/mitchell-wails-us-must-restore-climate-credibility-russia-china,Climate movement is unreliable/alarmist/corrupt,1
https://newsbusters.org/blogs/nb/kyle-drennen/2021/02/18/nbcs-roker-gates-how-can-big-tech-shut-down-climate-deniers,no claim,20
https://newsbusters.org/blogs/nb/kyle-drennen/2021/02/18/nbcs-roker-gates-how-can-big-tech-shut-down-climate-deniers,Climate policies (mitigation or adaptation) are harmful,1
https://newsbusters.org/blogs/nb/kyle-drennen/2021/02/19/cbs-hails-kerrys-climate-crusade-urges-more-aggressive-regulations,no claim,14
https://newsbusters.org/blogs/nb/kyle-drennen/2021/02/19/cbs-hails-kerrys-climate-crusade-urges-more-aggressive-regulations,Climate policies (mitigation or adaptation) are harmful,1
https://newsbusters.org/blogs/nb/kyle-drennen/2021/04/08/cbs-blames-climate-change-border-crisis-not-biden,no claim,12
https://newsbusters.org/blogs/nb/kyle-drennen/2021/07/01/shameless-cnn-exploits-building-collapse-push-climate-agenda,no claim,13
https://newsbusters.org/blogs/nb/kyle-drennen/2021/07/01/shameless-cnn-exploits-building-collapse-push-climate-agenda,Climate movement is unreliable/alarmist/corrupt,2
https://newsbusters.org/blogs/nb/nicholas-fondacaro/2021/02/03/tucker-calls-out-climate-czar-john-kerry-private-jet-use,no claim,10
https://newsbusters.org/blogs/nb/nicholas-fondacaro/2021/02/03/tucker-calls-out-climate-czar-john-kerry-private-jet-use,Climate movement is unreliable/alarmist/corrupt,1
https://newsbusters.org/blogs/nb/nicholas-fondacaro/2021/07/11/stelter-decries-private-space-flight-progress-immoral,no claim,15
https://newsbusters.org/blogs/nb/scott-whitlock/2021/02/12/cbs-bill-gates-labels-need-climate-response-greater-deadly-covid,no claim,7
https://newsbusters.org/blogs/nb/scott-whitlock/2021/02/12/cbs-bill-gates-labels-need-climate-response-greater-deadly-covid,Climate movement is unreliable/alarmist/corrupt,2
https://newsbusters.org/blogs/nb/scott-whitlock/2021/04/22/pushing-fear-panicked-cbs-touts-climate-anxiety-among-teens,no claim,9
https://newsbusters.org/blogs/nb/scott-whitlock/2021/04/22/pushing-fear-panicked-cbs-touts-climate-anxiety-among-teens,Climate movement is unreliable/alarmist/corrupt,1
https://newsbusters.org/blogs/nb/tim-graham/2020/12/11/npr-reverts-state-run-radio-socialist-softballs-climate-czar-john,no claim,7
https://noqreport.com/2020/01/06/183-arsonists-arrested-climate-change-alarmists-blame-australias-massive-fires/,no claim,7
https://noqreport.com/2020/01/06/183-arsonists-arrested-climate-change-alarmists-blame-australias-massive-fires/,Climate movement is unreliable/alarmist/corrupt,3
https://noqreport.com/2020/05/03/bill-gates-climate-change-alarmist-buys-43-million-mansion-right-off-the-ocean/,no claim,9
https://noqreport.com/2020/05/03/bill-gates-climate-change-alarmist-buys-43-million-mansion-right-off-the-ocean/,Climate movement is unreliable/alarmist/corrupt,4
https://order-order.com/2020/01/17/laurence-foxs-best-question-time-moments-climate-markle-racism-labour-leadership/,no claim,1
https://patriotpost.us/articles/68569-us-leads-world-in-decreasing-co2-emissions-2020-02-13,no claim,2
https://patriotpost.us/articles/68569-us-leads-world-in-decreasing-co2-emissions-2020-02-13,Climate policies areinefective/fawed,2
https://patriotpost.us/articles/68569-us-leads-world-in-decreasing-co2-emissions-2020-02-13,People need energy (e.g. from fossil fuels/nuclear),2
https://patriotpost.us/articles/68569-us-leads-world-in-decreasing-co2-emissions-2020-02-13,Climate policies (mitigation or adaptation) are harmful,1
https://patriotpost.us/opinion/82625-climate-change-is-not-a-crisis-2021-09-10,no claim,10
https://patriotpost.us/opinion/82625-climate-change-is-not-a-crisis-2021-09-10,Extreme weather isn’t increasing/has happened before/isn’t linked to climate change,3
https://pluralist.com/al-shabab-plastic-bags-ban/,no claim,15
https://pluralist.com/australia-bushfires-arson-24-people-arrested/,no claim,24
https://pluralist.com/australia-bushfires-arson-24-people-arrested/,Climate movement is unreliable/alarmist/corrupt,1
https://pluralist.com/greta-thunberg-coronavirus/,no claim,15
https://pluralist.com/yael-stone-green-card-orange-is-the-new-black-climate-war/,no claim,18
https://pluralist.com/yael-stone-green-card-orange-is-the-new-black-climate-war/,Climate movement is unreliable/alarmist/corrupt,1
https://returntonow.net/2020/02/03/new-living-concrete-allows-plants-to-grow-right-out-of-the-wall/,no claim,10
https://returntonow.net/2020/10/11/joshua-trees-become-first-protected-plant-due-to-climate-change/,no claim,12
https://support.peta.org/page/29127/action/1?locale=en-US,no claim,1
https://tennesseestar.com/2021/03/17/exclusive-maskless-climate-envoy-kerry-endangers-passengers-on-boston-to-dc-flight/,no claim,10
https://theconservativeopinion.com/addressing-tornados-biden-says-we-all-know-everything-is-more-intense-when-the-climate-is-warming/,no claim,2
https://theconservativeopinion.com/aoc-markey-push-for-10-billion-1-5-million-strong-civilian-climate-corps/,no claim,7
https://theconservativeopinion.com/biden-campaign-announces-climate-council-of-six-including-tom-steyer/,no claim,10
https://theconservativeopinion.com/biden-screws-up-again-claims-he-worked-with-long-dead-chinese-leader-on-paris-climate-deal/,no claim,12
https://theconservativeopinion.com/blumenthal-asks-barrett-do-you-believe-that-human-beings-cause-global-warming/,no claim,7
https://theconservativeopinion.com/breaking-10-members-of-florida-swat-team-resign-over-political-climate/,no claim,10
https://theconservativeopinion.com/breaking-aoc-to-lead-biden-climate-change-panel-with-kerry/,no claim,11
https://theconservativeopinion.com/breaking-biden-announces-2-trillion-climate-plan/,no claim,12
https://theconservativeopinion.com/breaking-biden-announces-2-trillion-climate-plan/,Climate policies (mitigation or adaptation) are harmful,1
https://theconservativeopinion.com/breaking-eight-climate-protesters-arrested-after-trespassing-into-cruzs-home/,no claim,6
https://theconservativeopinion.com/breaking-pentagon-declares-climate-change-a-national-security-issue/,no claim,8
https://theconservativeopinion.com/greta-thunberg-says-bidens-action-against-climate-change-not-nearly-enough/,no claim,3
https://theconservativeopinion.com/greta-thunberg-says-climate-denialism-is-no-longer-the-problem-but-rather-the-general-ignoring-and-belittling-of-the-climate-emergency/,no claim,7
https://theconservativeopinion.com/greta-thunberg-says-climate-denialism-is-no-longer-the-problem-but-rather-the-general-ignoring-and-belittling-of-the-climate-emergency/,Climate movement is unreliable/alarmist/corrupt,1
https://theconservativeopinion.com/greta-thunberg-says-people-are-waking-up-to-racial-injustice-as-they-have-with-climate-change/,no claim,6
https://theconservativeopinion.com/jane-fonda-endorses-bernie-for-president-i-believe-you-have-to-support-the-climate-candidate/,no claim,8
https://theconservativeopinion.com/john-kerry-says-hes-confident-he-can-work-with-china-on-climate-change/,no claim,1
https://theconservativeopinion.com/john-kerry-says-we-have-nine-years-left-to-avert-the-worst-consequences-of-the-climate-crisis/,no claim,4
https://theconservativeopinion.com/john-kerry-says-we-have-nine-years-left-to-avert-the-worst-consequences-of-the-climate-crisis/,We’re heading into an ice age/global cooling,1
https://theconservativeopinion.com/john-kerry-to-un-secretary-general-thank-you-for-welcoming-the-united-states-back-into-the-paris-agreement/,no claim,3
https://theconservativeopinion.com/kerry-issues-statement-after-being-nominated-to-biden-admin-america-will-soon-have-a-government-that-treats-the-climate-crisis-as-the-urgent-national-security-threat-it-is/,no claim,5
https://theconservativeopinion.com/obama-chimes-in-with-shot-at-trump-we-cant-afford-any-more-consequences-of-climate-denial/,no claim,14
https://theconservativeopinion.com/omar-blames-u-s-inaction-on-climate-change-for-global-hurricanes-wildfires/,no claim,7
https://theconservativeopinion.com/omar-blames-u-s-inaction-on-climate-change-for-global-hurricanes-wildfires/,Climate movement is unreliable/alarmist/corrupt,4
https://theconservativeopinion.com/omar-blames-u-s-inaction-on-climate-change-for-global-hurricanes-wildfires/,Climate policies (mitigation or adaptation) are harmful,1
https://theconservativeopinion.com/rob-reiner-suggests-an-easy-way-to-get-republicans-to-support-climate-change-legislation/,no claim,4
https://theconservativeopinion.com/schwarzenegger-kerry-and-kasich-announce-their-new-coalition-to-tackle-climate-change/,no claim,85
https://theconservativeopinion.com/seth-rogen-calls-ted-cruz-a-fascist-and-f-ing-clown-in-twitter-feud-over-paris-climate-agreement/,no claim,8
https://theconservativeopinion.com/seth-rogen-calls-ted-cruz-a-fascist-and-f-ing-clown-in-twitter-feud-over-paris-climate-agreement/,Climate policies (mitigation or adaptation) are harmful,1
https://theconservativeopinion.com/trump-releases-new-statement-blasting-biden-says-he-should-fire-joint-chiefs-for-saying-climate-change-the-greatest-threat/,no claim,8
https://theconservativeopinion.com/watch-aoc-joins-climate-protesters-who-held-biden-you-coward-fight-for-us-signs/,no claim,5
https://theconservativeopinion.com/watch-aoc-says-its-not-a-border-crisis-its-an-imperialism-crisis-its-a-climate-crisis-its-a-trade-crisis/,no claim,4
https://theconservativeopinion.com/watch-biden-energy-secretary-wont-rule-out-climate-change-playing-role-in-condo-collapse/,no claim,6
https://theconservativeopinion.com/watch-biden-tells-air-force-personnel-climate-change-is-the-greatest-threat-warns-this-is-not-a-joke/,no claim,6
https://theconservativeopinion.com/watch-cotton-reacts-to-aoc-claiming-the-trampling-of-racial-justice-is-a-cause-of-climate-change/,no claim,2
https://theconservativeopinion.com/watch-cotton-reacts-to-aoc-claiming-the-trampling-of-racial-justice-is-a-cause-of-climate-change/,Climate policies (mitigation or adaptation) are harmful,1
https://theconservativeopinion.com/watch-joe-biden-wants-drastic-action-to-address-the-climate-disaster/,no claim,10
https://theconservativeopinion.com/watch-john-cusack-says-we-have-10-12-years-to-beat-climate-change-and-predatory-capitalism/,no claim,8
https://theconservativeopinion.com/watch-john-kerry-mocked-for-lecturing-on-climate-change-while-often-choosing-to-fly-by-private-jet-himself/,no claim,3
https://theconservativeopinion.com/watch-john-kerry-says-global-allies-are-welcoming-us-back-on-climate-accord/,no claim,5
https://theconservativeopinion.com/watch-kerry-says-the-us-china-need-to-join-together-on-climate-change-or-well-all-see-profoundly-catastrophic-changes-take-place/,no claim,4
https://theconservativeopinion.com/watch-lou-dobbs-on-james-clapper-calling-climate-change-bidens-biggest-threat/,no claim,7
https://theconservativeopinion.com/watch-pelosi-ties-the-impact-of-climate-change-to-humanitarian-challenge-at-border/,no claim,5
https://theconservativeopinion.com/watch-schumer-calls-on-biden-to-declare-climate-emergency-to-circumvent-legislation/,no claim,4
https://theconservativeopinion.com/watch-teen-climate-activist-invited-to-biden-summit-says-you-need-to-accept-that-the-era-of-fossil-fuels-is-over/,no claim,5
https://thefederalist.com/2020/01/15/dont-blame-climate-change-for-raging-wildfires-blame-bad-management/,no claim,19
